Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,QuatW,QuatX,QuatY,QuatZ
2020-08-03 13:56:00.015,0.0234222412109375,-1.0004425048828125,-0.0556182861328125,-0.0065226140432059765,0.004114849958568811,0.008724515326321125,0.7280336465572466,0.6853262038930703,0.017175875617083072,-7.522174975320081e-06
2020-08-03 13:56:00.024,0.0238189697265625,-0.999786376953125,-0.05706787109375,-0.003314037574455142,9.400958515470847e-05,0.007514641620218754,0.7280672268073202,0.6852908479388016,0.017161368213242087,-1.938463016086349e-05
2020-08-03 13:56:00.035,0.02435302734375,-0.99951171875,-0.057647705078125,-0.0028389296494424343,0.0013009541435167193,0.009692841209471226,0.7280988671263636,0.6852575811614819,0.017146617177628113,-2.343138065027603e-05
2020-08-03 13:56:00.045,0.0242156982421875,-0.9990234375,-0.0584564208984375,-0.005879993550479412,0.010063286870718002,0.0088187912479043,0.7281354782508824,0.6852186366676272,0.01714831182923922,-1.4272119882077425e-05
2020-08-03 13:56:00.055,0.024749755859375,-0.998077392578125,-0.0585174560546875,-0.0027800737880170345,-0.003615241264924407,0.01059219054877758,0.7281662507343029,0.6851866002912416,0.017120194046453596,-2.05513822615893e-05
2020-08-03 13:56:00.065,0.02459716796875,-0.9982452392578125,-0.0582733154296875,-0.0018929748330265284,0.01267211977392435,0.010632137767970562,0.7281944170478363,0.6851568287308003,0.017117406867182952,-2.937730491680765e-06
2020-08-03 13:56:00.074,0.024444580078125,-0.997161865234375,-0.0576934814453125,-0.0021917815320193768,-0.005275722127407789,0.009104548953473568,0.7282220753362283,0.6851282283041272,0.017086041758740893,-2.3164873078518333e-05
2020-08-03 13:56:00.086,0.0232086181640625,-0.996429443359375,-0.0580902099609375,0.0007267766632139683,0.01727619208395481,0.008107194676995277,0.7282403817215698,0.6851086817666469,0.017090665915896232,-1.3594394735437498e-05
2020-08-03 13:56:00.095,0.0229644775390625,-0.997100830078125,-0.058868408203125,-0.0009166600648313761,0.004685565363615751,0.0074605792760849,0.728261845479409,0.685085980777924,0.017084759909772075,-1.9045394752635614e-05
2020-08-03 13:56:00.105,0.023590087890625,-0.9969024658203125,-0.05828857421875,0.00011211907985853031,0.016275908797979355,0.0070363376289606094,0.727278816137915,0.6861371705407815,0.016766873522575765,0.00033192291532029364
2020-08-03 13:56:00.115,0.02325439453125,-0.997344970703125,-0.0577392578125,0.001068193931132555,0.00902491994202137,0.00740145705640316,0.7271994471663433,0.6862206578436099,0.016794265446828972,0.00031926095617383285
2020-08-03 13:56:00.125,0.0218963623046875,-0.9975128173828125,-0.05767822265625,0.002302835462614894,0.014201839454472065,0.009454221464693546,0.7272509946983406,0.6861650104946608,0.016832437662434648,0.00032045489323847404
2020-08-03 13:56:00.135,0.02264404296875,-0.9981231689453125,-0.0565032958984375,0.0032200280111283064,0.01239168830215931,0.008882706984877586,0.7273193302725903,0.6860914207712027,0.01688074252644508,0.0002981818860369589
2020-08-03 13:56:00.145,0.0223236083984375,-0.9994354248046875,-0.0556640625,0.0029907298739999533,0.009467803873121738,0.009236108511686325,0.7273619044690135,0.6860455871801439,0.01691063481130822,0.00029197271021764136
2020-08-03 13:56:00.155,0.0224456787109375,-0.999176025390625,-0.0556182861328125,0.004975051153451204,0.01306147314608097,0.011048655956983566,0.727363976309077,0.6860426434154979,0.01694294628321613,0.00028814023967202104
2020-08-03 13:56:00.165,0.022735595703125,-0.998016357421875,-0.0566558837890625,-0.0007371630053967237,0.009764746762812138,0.010453173890709877,0.7273701033016124,0.6860367267232905,0.016918952049372334,0.0003246445487078888
2020-08-03 13:56:00.175,0.0233001708984375,-0.998046875,-0.0576019287109375,-0.00031079089967533946,0.005435511935502291,0.012065717950463295,0.7274041961642831,0.6860020682671155,0.01685534919684155,0.0003805977752279425
2020-08-03 13:56:00.185,0.0234222412109375,-0.9998626708984375,-0.057159423828125,-0.0016170714516192675,0.003154514357447624,0.009254218079149723,0.7274423887627889,0.6859625800651454,0.016812111051863587,0.0004022525261586588
2020-08-03 13:56:00.195,0.02313232421875,-0.9994659423828125,-0.0569915771484375,0.001421861699782312,0.005116997752338648,0.005932990461587906,0.7274459202584933,0.6859590688064964,0.01680656985250654,0.0003959541699696204
2020-08-03 13:56:00.205,0.0230712890625,-0.9981231689453125,-0.05804443359375,0.0015238607302308083,0.006392918061465025,0.007513043470680714,0.7274356086990402,0.6859713556499168,0.01675027064896643,0.0004414362236561751
2020-08-03 13:56:00.215,0.0235595703125,-0.9987640380859375,-0.05914306640625,0.005632319487631321,0.009881659410893917,0.006795055698603392,0.7274128607929133,0.6859962804965289,0.016719195110588732,0.0004749385193137043
2020-08-03 13:56:00.225,0.0253143310546875,-0.9971923828125,-0.0595703125,0.004479703027755022,0.007333014160394669,0.009073922410607338,0.7273541769593544,0.6860593277370707,0.016685370220852584,0.0005077474341809406
2020-08-03 13:56:00.235,0.025360107421875,-0.997100830078125,-0.05963134765625,0.0044048684649169445,0.005161738954484463,0.0072840116918087006,0.7272908801596327,0.686127254995996,0.016647155437626085,0.0005323952202053502
2020-08-03 13:56:00.245,0.0238189697265625,-0.997100830078125,-0.059722900390625,0.0062187472358345985,0.004204066004604101,0.009680856950581074,0.7272515517593154,0.6861698870458584,0.016610730879866455,0.0005464402007644992
2020-08-03 13:56:00.257,0.022308349609375,-0.9971771240234375,-0.0597381591796875,0.0038549257442355156,0.0032445292454212904,0.00836791843175888,0.7272449309412067,0.6861774431842793,0.01658663082476114,0.0005417397413724056
